"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
27;1331;1.319000005722046;0.9336888194084167;0.16714337468147278;0.2905154824256897;-0.1260521113872528;50913;
28;1371;1.3589999675750732;0.9296767115592957;0.17274753749370575;0.29716458916664124;-0.13248635828495026;34831;
29;1411;1.3990000486373901;0.9257102012634277;0.17739850282669067;0.30377817153930664;-0.13895750045776367;55684;
30;1451;1.4390000104904175;0.9215950965881348;0.18475696444511414;0.308328777551651;-0.14649458229541779;38319;
31;1491;1.4789999723434448;0.917503833770752;0.18830659985542297;0.3148445785045624;-0.1536235511302948;8037;
32;1531;1.5190000534057617;0.913515567779541;0.19501394033432007;0.3178815543651581;-0.16251173615455627;572;
33;1571;1.559000015258789;0.909997284412384;0.201904758810997;0.3189131021499634;-0.17156332731246948;18268;
34;1611;1.5989999771118164;0.9066093564033508;0.2094995528459549;0.3186577558517456;-0.18062837421894073;24827;
35;1651;1.6390000581741333;0.9039208292961121;0.21384470164775848;0.3182125687599182;-0.1895739883184433;37605;
36;1691;1.6790000200271606;0.9004920125007629;0.21709109842777252;0.3201669454574585;-0.19869282841682434;16232;
37;1731;1.718999981880188;0.8978807330131531;0.2211502343416214;0.3188457787036896;-0.20794250071048737;34959;
38;1771;1.7589999437332153;0.8941076993942261;0.22340965270996094;0.32180410623550415;-0.2170288860797882;9277;
39;1811;1.7990000247955322;0.8923026323318481;0.2235976755619049;0.3205697238445282;-0.22590956091880798;30072;
40;1851;1.8389999866485596;0.8902080655097961;0.2267942726612091;0.31803470849990845;-0.23440949618816376;64551;
41;1891;1.878999948501587;0.8876890540122986;0.23099589347839355;0.31524768471717834;-0.24345001578330994;58359;
42;1931;1.9190000295639038;0.8853892087936401;0.2334991693496704;0.3121923506259918;-0.25317978858947754;4964;
43;1971;1.9589999914169312;0.8831697702407837;0.23608975112438202;0.30873775482177734;-0.2625904679298401;47585;
44;2011;1.9989999532699585;0.8805557489395142;0.23825189471244812;0.30625101923942566;-0.27215448021888733;51254;
45;2051;2.0390000343322754;0.8766155242919922;0.23927000164985657;0.30791667103767395;-0.2819261848926544;12002;
46;2091;2.0789999961853027;0.8744866847991943;0.23735548555850983;0.30734631419181824;-0.29064369201660156;32276;
47;2131;2.11899995803833;0.8719180822372437;0.23954938352108002;0.3042895197868347;-0.2996380031108856;16182;
48;2171;2.1589999198913574;0.8689736127853394;0.24062928557395935;0.3020173907279968;-0.3094639182090759;34524;
49;2211;2.1989998817443848;0.8670219779014587;0.24171322584152222;0.2970147728919983;-0.3187943696975708;30698;
50;2251;2.239000082015991;0.8641376495361328;0.2446931004524231;0.2922210395336151;-0.3286307454109192;51270;
51;2291;2.2790000438690186;0.8605154752731323;0.2473503053188324;0.28863510489463806;-0.33914709091186523;50574;
52;2331;2.319000005722046;0.8561940789222717;0.2480531483888626;0.2884804904460907;-0.34954309463500977;34754;
53;2371;2.3589999675750732;0.8530766367912292;0.24568088352680206;0.28810620307922363;-0.3590206801891327;59179;
